viola11_group0.1,0.75,697,0.677777777778,0.0875179340029,0.15501905972,43.8394334713
viola12_group0.1,0.75,697,0.677777777778,0.0875179340029,0.15501905972,44.1665155093
viola13_group0.1,0.75,697,0.677777777778,0.0875179340029,0.15501905972,80.524422725
viola11_group0.2,0.74,697,0.677777777778,0.0875179340029,0.15501905972,43.6356774568
viola12_group0.2,0.74,697,0.677777777778,0.0875179340029,0.15501905972,44.0684749683
viola11_group0.3,0.74,697,0.677777777778,0.0875179340029,0.15501905972,43.8056289355
viola12_group0.3,0.74,697,0.677777777778,0.0875179340029,0.15501905972,44.115606904
viola11_group0.4,0.74,697,0.677777777778,0.0875179340029,0.15501905972,44.2047037682
viola12_group0.4,0.74,697,0.677777777778,0.0875179340029,0.15501905972,44.6655144293
viola13_group0.2,0.74,697,0.677777777778,0.0875179340029,0.15501905972,80.5571893852
viola11_group0.5,0.74,697,0.677777777778,0.0875179340029,0.15501905972,43.7991259098
viola12_group0.5,0.74,697,0.677777777778,0.0875179340029,0.15501905972,44.2031041383
viola13_group0.3,0.74,697,0.677777777778,0.0875179340029,0.15501905972,80.504969438
viola13_group0.4,0.74,697,0.677777777778,0.0875179340029,0.15501905972,81.0489011605
viola13_group0.5,0.74,697,0.677777777778,0.0875179340029,0.15501905972,80.4344242812
slide20_group0.1,0.66,1092,0.611111111111,0.0503663003663,0.093062605753,409.24156034
viola2_group0.1,0.65,1133,0.744444444444,0.0591350397176,0.109566639411,45.6099959612
viola2_group0.2,0.65,1133,0.744444444444,0.0591350397176,0.109566639411,46.0474077065
viola2_group0.4,0.64,1133,0.744444444444,0.0591350397176,0.109566639411,44.278406024
viola2_group0.3,0.64,1133,0.744444444444,0.0591350397176,0.109566639411,45.5109116633
slide20_group0.2,0.64,1092,0.611111111111,0.0503663003663,0.093062605753,408.920345347
slide23_group0.1,0.63,1364,0.655555555556,0.0432551319648,0.0811554332875,272.881207307
slide20_group0.4,0.63,1092,0.611111111111,0.0503663003663,0.093062605753,409.33272171
slide23_group0.2,0.62,1364,0.655555555556,0.0432551319648,0.0811554332875,272.277740757
slide20_group0.3,0.62,1092,0.611111111111,0.0503663003663,0.093062605753,409.091862678
slide23_group0.3,0.61,1364,0.655555555556,0.0432551319648,0.0811554332875,272.705936868
slide22_group0.1,0.59,987,0.555555555556,0.0506585612969,0.0928505106778,137.191749493
slide23_group0.4,0.59,1364,0.655555555556,0.0432551319648,0.0811554332875,272.915191372
slide22_group0.2,0.58,987,0.555555555556,0.0506585612969,0.0928505106778,136.339506308
slide23_group0.5,0.57,1364,0.655555555556,0.0432551319648,0.0811554332875,274.439937472
viola14_group0.1,0.56,558,0.577777777778,0.0931899641577,0.16049382716,90.183144768
slide22_group0.3,0.56,987,0.555555555556,0.0506585612969,0.0928505106778,136.700510502
slide22_group0.4,0.56,987,0.555555555556,0.0506585612969,0.0928505106778,136.967715541
viola14_group0.2,0.55,558,0.577777777778,0.0931899641577,0.16049382716,90.3481134972
viola14_group0.4,0.55,558,0.577777777778,0.0931899641577,0.16049382716,90.9625035922
slide21_group0.1,0.55,934,0.611111111111,0.058886509636,0.107421875,136.705901186
viola14_group0.5,0.54,558,0.577777777778,0.0931899641577,0.16049382716,91.2116378943
slide22_group0.5,0.54,987,0.555555555556,0.0506585612969,0.0928505106778,138.301247835
viola14_group0.3,0.53,558,0.577777777778,0.0931899641577,0.16049382716,90.7829304933
slide21_group0.2,0.53,934,0.611111111111,0.058886509636,0.107421875,136.596785545
slide21_group0.3,0.5,934,0.611111111111,0.058886509636,0.107421875,136.968424638
slide21_group0.4,0.49,934,0.611111111111,0.058886509636,0.107421875,137.140803774
viola10_group0.3,0.45,989,0.577777777778,0.0525783619818,0.0963855421687,42.981663386
viola10_group0.4,0.45,989,0.577777777778,0.0525783619818,0.0963855421687,43.4410039583
slide21_group0.5,0.45,934,0.611111111111,0.058886509636,0.107421875,138.610083818
viola10_group0.2,0.44,989,0.577777777778,0.0525783619818,0.0963855421687,42.8490269978
viola10_group0.5,0.44,989,0.577777777778,0.0525783619818,0.0963855421687,43.0633547703
viola10_group0.1,0.43,989,0.577777777778,0.0525783619818,0.0963855421687,42.7206706207
