viola13_group0.2,0.67,146,0.808988764045,0.489795918367,0.610169491525,42.1640593212
viola13_group0.3,0.67,146,0.808988764045,0.489795918367,0.610169491525,80.504969438
viola13_group0.4,0.67,146,0.808988764045,0.489795918367,0.610169491525,81.0489011605
viola13_group0.5,0.67,146,0.808988764045,0.489795918367,0.610169491525,80.4344242812
viola13_group0.1,0.66,146,0.808988764045,0.489795918367,0.610169491525,43.8194739422
viola10_group0.2,0.58,383,0.921348314607,0.213541666667,0.346723044397,42.8490269978
viola10_group0.3,0.58,383,0.921348314607,0.213541666667,0.346723044397,42.981663386
viola10_group0.4,0.58,383,0.921348314607,0.213541666667,0.346723044397,43.4410039583
viola10_group0.5,0.57,383,0.921348314607,0.213541666667,0.346723044397,43.0633547703
viola10_group0.1,0.56,383,0.921348314607,0.213541666667,0.346723044397,42.7206706207
viola14_group0.2,0.55,200,0.898876404494,0.398009950249,0.551724137931,90.3481134972
viola14_group0.3,0.55,200,0.898876404494,0.398009950249,0.551724137931,90.7829304933
viola14_group0.4,0.54,200,0.898876404494,0.398009950249,0.551724137931,90.9625035922
viola14_group0.5,0.54,200,0.898876404494,0.398009950249,0.551724137931,91.2116378943
viola14_group0.1,0.53,200,0.898876404494,0.398009950249,0.551724137931,90.183144768
viola2_group0.1,0.4,424,0.887640449438,0.185882352941,0.307392996109,42.2753090063
viola2_group0.4,0.39,424,0.887640449438,0.185882352941,0.307392996109,44.278406024
viola2_group0.2,0.39,424,0.887640449438,0.185882352941,0.307392996109,42.2058809202
viola2_group0.3,0.39,424,0.887640449438,0.185882352941,0.307392996109,45.5109116633
slide22_group0.5,0.14,4497,0.651685393258,0.0129291127954,0.0253551912568,138.301247835
slide20_group0.3,0.14,3293,0.494382022472,0.0133860663219,0.0260663507109,409.091862678
slide20_group0.4,0.14,3293,0.494382022472,0.0133860663219,0.0260663507109,409.33272171
slide23_group0.2,0.13,3753,0.483146067416,0.0114789108382,0.0224250325945,272.277740757
slide22_group0.3,0.13,4497,0.651685393258,0.0129291127954,0.0253551912568,136.700510502
slide20_group0.2,0.13,3293,0.494382022472,0.0133860663219,0.0260663507109,408.920345347
slide22_group0.4,0.13,4497,0.651685393258,0.0129291127954,0.0253551912568,136.967715541
slide23_group0.3,0.13,3753,0.483146067416,0.0114789108382,0.0224250325945,272.705936868
slide23_group0.4,0.13,3753,0.483146067416,0.0114789108382,0.0224250325945,272.915191372
slide23_group0.5,0.13,3753,0.483146067416,0.0114789108382,0.0224250325945,274.439937472
slide21_group0.5,0.12,4046,0.52808988764,0.0116336633663,0.0227658028578,138.610083818
slide22_group0.2,0.11,4497,0.651685393258,0.0129291127954,0.0253551912568,136.339506308
slide21_group0.2,0.11,4046,0.52808988764,0.0116336633663,0.0227658028578,136.596785545
slide21_group0.3,0.11,4046,0.52808988764,0.0116336633663,0.0227658028578,136.968424638
slide21_group0.4,0.11,4046,0.52808988764,0.0116336633663,0.0227658028578,137.140803774
slide20_group0.1,0.1,3293,0.494382022472,0.0133860663219,0.0260663507109,409.24156034
slide23_group0.1,0.1,3753,0.483146067416,0.0114789108382,0.0224250325945,272.881207307
slide21_group0.1,0.09,4046,0.52808988764,0.0116336633663,0.0227658028578,136.705901186
slide22_group0.1,0.09,4497,0.651685393258,0.0129291127954,0.0253551912568,137.191749493
viola12_group0.5,0.04,890,0.483146067416,0.0483146067416,0.0878447395301,44.2031041383
viola12_group0.1,0.03,890,0.483146067416,0.0483146067416,0.0878447395301,44.1665155093
viola12_group0.2,0.03,890,0.483146067416,0.0483146067416,0.0878447395301,44.0684749683
viola11_group0.3,0.03,366,0.0674157303371,0.016393442623,0.0263736263736,43.8056289355
viola12_group0.3,0.03,890,0.483146067416,0.0483146067416,0.0878447395301,44.115606904
viola11_group0.4,0.03,366,0.0674157303371,0.016393442623,0.0263736263736,44.2047037682
viola12_group0.4,0.03,890,0.483146067416,0.0483146067416,0.0878447395301,44.6655144293
viola11_group0.5,0.03,366,0.0674157303371,0.016393442623,0.0263736263736,43.7991259098
viola11_group0.1,0.02,366,0.0674157303371,0.016393442623,0.0263736263736,43.8394334713
viola11_group0.2,0.02,366,0.0674157303371,0.016393442623,0.0263736263736,43.6356774568
